ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|usrn|usrn_mi|distance|address_detail|street_name|locality|geographic_county|postcode|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
55055425|Transcontinental|07420577|338028.8|350637.3|1|10070383360|osgb1000035117569|10|46911307|1|40.3||Ash Road North|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9UF|Wrecsam - Wrexham|01978660241|www.transcontinentaladvancedcoatings.com||||118 Information|2025-03-01
161945336|Planar Heaters International Ltd|02030056|336147|342759.6|1|10013548831|osgb1000035013224|3|46904821|1|204.3|Home Farm||Overton, Wrexham|Clwyd|LL13 0HG|Wrecsam - Wrexham|01962622644|www.planarheaters.co.uk||||118 Information|2025-03-01
80851084|Principle Engineering|07420573|326743.3|357316.2|1|200001851216|osgb1000034538112|4|46804489|1|371.2|Tan Llan Farm|Ffordd Llanfynydd|Llanfynydd|Clwyd|CH7 4LQ|Sir y Fflint - Flintshire|08455390068|www.principle-eng.co.uk||||118 Information|2025-03-01
54485802|Evans Maintenance Ltd|02030056|330579.2|357519.8|1|100101034008|osgb1000034711641|3|46802802|1|16.5|Derby House 29|Derby Road|Caergwrle|Clwyd|LL12 9AD|Sir y Fflint - Flintshire|01978760000|www.evans-maint.co.uk||||118 Information|2025-03-01
180828355|Omega Tec Servcies|02030056|332684|356379|1|10091696752|osgb1000034816859|5|46901464|3|21|Unit 1-4 Miners Road, Llay Industrial Estate|Llay|Wrexham|Clwyd|LL12 0PJ|Wrecsam - Wrexham|03302233137|www.omegatec.co.uk||||118 Information|2025-03-01
64368519|Clwyd Compounders Ltd|02030046|338559.5|350342.5|1|10091696589|osgb5000005202655029|3|46904372|1|42.8|1 Elm Point, Abbey Road North|Wrexham Industrial Estate|Wrexham|Clwyd|LL13 9UE|Wrecsam - Wrexham|01978810551|||||118 Information|2025-03-01
125719972|Tracy's Sitting Service|02050076|333660|349389|1|100100878273|osgb1000034857325|3|46903411|1|16.7|20|Stockwell Grove|Wrexham|Clwyd|LL13 7HL|Wrecsam - Wrexham|07849038957|||||118 Information|2025-03-01
125646562|M P S|07420577|330900|358366|1|100100252583|osgb1000034713095|8|46804247|3|20.2|Hawarden Road|Hope|Wrexham|Clwyd|LL12 9NL|Sir y Fflint - Flintshire|07598660784|||||118 Information|2025-03-01
168194664|Wrexham Student Village|01010009|332881.4|351049.3|1|10023169597|osgb1000000236069181|1|46904111|1|78.5|John Neal Block Wrexham Student Village|Crispin Lane|Wrexham|Clwyd|LL11 2HT|Wrecsam - Wrexham|01978293344|||||118 Information|2025-03-01
105209141|Advance Spares|07420573|330440.3|345078|1|10090396013|osgb1000034705486|4|46900744|1|35.6|Unit 21|Vauxhall Industrial Estate|Ruabon, Wrexham|Clwyd|LL14 6HA|Wrecsam - Wrexham|01978823900|www.advancerivets.co.uk||||118 Information|2025-03-01
145833516|Tension Control Bolts|07420573|337019.6|349341.8|1|10090398751|osgb5000005115192837|2|46911359|1|58|Tcb House|Clywedog Road South|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9XS|Wrecsam - Wrexham|01978661122|www.tcbolts.com||||118 Information|2025-03-01
157770562|Cultivar|07420576|330228|345113|1|10023168392|osgb1000034705400|6|46900744|1|54.4|Unit 2 Vauxhall Business Centre|Vauxhall Industrial Estate|Ruabon, Wrexham|Clwyd|LL14 6HA|Wrecsam - Wrexham|01978810103|www.cultivargreenhouses.co.uk||||118 Information|2025-03-01
126993630|Red Dragon Refinishing|07420577|331518|348258|1|10070384671|osgb1000034757383|7|46923456|2|47.7|Unit F5 Bersham Enterprise Centre, Colliery Road|Rhostyllen|Wrexham|Clwyd|LL14 4EG|Wrecsam - Wrexham|01978448983|||||118 Information|2025-03-01
64307834|Lloyd & Jones Wrexham|07420573|337004.7|348818|1|10070388360|osgb1000035065627|10|46911359|1|67.4|Unit 4 The Apex Centre|Clywedog Road South|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9XS|Wrecsam - Wrexham|01978664080|||||118 Information|2025-03-01
64308333|J R Webster & Co Ltd|07420573|338409.9|349521.2|1|10070383158|osgb1000035117458|6|46903180|1|25.6||Redwither Road|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9RD|Wrecsam - Wrexham|01978661396|jrwebster.co.uk/|J R Webster|||118 Information|2025-03-01
64314166|F W B Ltd|07420573|327697|351978|1|10070387306|osgb1000034572518|6|46900035|1|79.7||Five Crosses Industrial Estate|Minera, Wrexham|Clwyd|LL11 3RD|Wrecsam - Wrexham|01978720720|www.fwb.co.uk||||118 Information|2025-03-01
103277571|Wockhardt UK Ltd|07420584|338162.4|350831.8|1|10070383238|osgb1000035117586|5|46911307|1|66.4|Wockhardt UK Ltd|Ash Road North|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9UF|Wrecsam - Wrexham|01978661261|www.wockhardt.co.uk||||118 Information|2025-03-01
111211718|Aspull Engineering|02060088|338665|350769|1|10023166935|osgb1000000235868722|4|46903829|1|82.3|Unit G, Bryn Business Centre, Bryn Lane|Wrexham Industrial Estate|Wrexham|Clwyd|LL13 9UT|Wrecsam - Wrexham|01978661113|||||118 Information|2025-03-01
167982649|Tramar Engineering|02060088|326860|358951.5|1|10013699039|osgb1000034538212|7|46803460|1|11.7|Railway Inn|Corwen Road|Coed Talon|Clwyd|CH7 4TG|Sir y Fflint - Flintshire|01352770842|||||118 Information|2025-03-01
125854031|A B R Engineering|02060091|330324.2|358503.6|1|10013703544|osgb1000034712933|5|46802805|1|22.1|Fields Farm|Fagl Lane|Hope|Clwyd|LL12 9RB|Sir y Fflint - Flintshire|01978799289|||||118 Information|2025-03-01
54574648|Westminster Engineering Ltd|02060093|331418.4|348073.6|1|10091694966|osgb1000000260919689|4|46904924|1|48.6|Bersham Enterprise Centre|Colliery Road|Rhostyllen, Wrexham|Clwyd|LL14 4EG|Wrecsam - Wrexham|01978363322|||||118 Information|2025-03-01
181518275|Cappagh Consult Ltd|02060088|331714.1|353298.2|1|10070387854|osgb1000000235978743|2|46901228|1|14.5|Cappagh 1|Alyn Road|Gwersyllt, Wrexham|Clwyd|LL11 4HU|Wrecsam - Wrexham|07834904540|||||118 Information|2025-03-01
55070224|M A F Engineering UK Ltd|02060091|332079.4|356278.9|1|10090395764|osgb1000000235793772|5|46901221|1|34.6|Unit 8|Miners Park|Llay Industrial Estate, Llay|Clwyd|LL12 0PJ|Wrecsam - Wrexham|01978854868|||||118 Information|2025-03-01
126967796|Dragon Engineering|02060087|338418|350604|1|10090397701|osgb1000000236020370|1|46904372|1|109.6|Sean House|Abbey Road North|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9RX|Wrecsam - Wrexham|07932161110|||||118 Information|2025-03-01
68723554|UK Engineering|02060091|333062.1|356282|1|10090398032|osgb1000034867756|5|46903740|1|109.7|Unit 12|Pinfold Lane|Llay Industrial Estate, Llay|Clwyd|LL12 0PX|Wrecsam - Wrexham|01978851757|||||118 Information|2025-03-01
145401509|Hydraquip|02060087|337591|349458|1|100100942114|osgb1000035065766|3|46911358|1|93.4|Unit 62|Clywedog Road North|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9XN|Wrecsam - Wrexham|01978690601||Hydraquip|||118 Information|2025-03-01
158323810|Hydex|02060087|332263.2|356497.9|1|10013542708|osgb1000034816832|4|46903719|1|71.6|Unit W18|Miners Road|Llay Industrial Estate, Llay|Clwyd|LL12 0PJ|Wrecsam - Wrexham|01978447340|||||118 Information|2025-03-01
91428430|Industrial Engineering Services Wrexham Ltd|02060088|327825.5|352066.7|1|100101051449|osgb1000034572920|6|46900035|1|29|Unit 5 and 6|Five Crosses Industrial Estate|Minera, Wrexham|Clwyd|LL11 3RD|Wrecsam - Wrexham|01978755888|||||118 Information|2025-03-01
125759389|M G S Technical Services Ltd|02060088|332636|356381|1|10096240231|osgb1000034816855|4|46903719|1|33.8|Unit 5|Miners Road|Llay Industrial Estate, Llay|Clwyd|LL12 0PJ|Wrecsam - Wrexham|07739180453|||||118 Information|2025-03-01
54606650|Sutton Green Engineers|02060088|339060.5|349256.5|1|10013546495|osgb1000035184888|5|46903170|1|12.9|Unit 5|Oak Road|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9RG|Wrecsam - Wrexham|01978660411|||||118 Information|2025-03-01
146516838|Link Engineering & Welding Ltd|02060088|338418|350604|1|10090397701|osgb1000000236020370|1|46904372|1|109.6|Sean House, Abbey Road North|Wrexham Industrial Estate|Wrexham|Clwyd|LL13 9RX|Wrecsam - Wrexham|01978664420|www.leaw.co.uk||||118 Information|2025-03-01
64338430|E S I Technology Ltd|02060088|331981.6|350718.1|1||osgb1000034757971|9|46944444|3|42.4|Sensor House||Wrexham Technology Park, Wrexham|Clwyd|LL13 7YP|Wrecsam - Wrexham|01978262255|||||118 Information|2025-03-01
110598057|A M P Engineering Solutions Ltd|02060088|332132.1|356565.9|1|10023171693|osgb1000034816999|5|46903660|1|94.7|Unit B|Davy Way|Llay Industrial Estate, Llay|Clwyd|LL12 0PG|Wrecsam - Wrexham|01978851639|||||118 Information|2025-03-01
64297534|Eriks Industrial Services|02130207|337576|349474|1|100100942290|osgb1000035065768|3|46911358|1|76|Unit 60|Clywedog Road North|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9XN|Wrecsam - Wrexham|01978661222|eriks.co.uk/en/|Eriks UK|||118 Information|2025-03-01
91390854|Dragon Hydraulics|02130207|338236.5|350663.9|1|10004528574|osgb1000000235790214|2|46904372|1|54.2|Unit 3|Abbey Road North|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9RX|Wrecsam - Wrexham|01978664449||Hydroscand Ltd|||118 Information|2025-03-01
85588786|Broadway Leisure|02130210|337534.9|349713.5|1|10070388853|osgb5000005104280425|1|46903140|1|36|Unit 2a|Coed Aben Road|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9UH|Wrecsam - Wrexham|01978660755|||||118 Information|2025-03-01
48831559|T & C Williams|07420573|329111.9|346370.9|1|100101051835|osgb1000034655353|5|46911438|1|11.4|36-38|Market Street|Rhosllanerchrugog, Wrexham|Clwyd|LL14 1AF|Wrecsam - Wrexham|01978843333|||||118 Information|2025-03-01
159606478|Derwen Joinery Ltd|07420573|331997.6|353093.1|1||osgb1000034761409|8|46904667|3|30.9|Rhones Joinery Ltd|Mold Road|Gwersyllt, Wrexham|Clwyd|LL11 4AQ|Wrecsam - Wrexham|01978261076|www.derwenjoinery.co.uk||||118 Information|2025-03-01
109090512|R T T Play Projects|02040064|334805.2|351062.2|1|200002331800|osgb1000000235809562|6|46904289|1|29.9|Jaeger House 141|Holt Road|Wrexham|Clwyd|LL13 9DY|Wrecsam - Wrexham|01691774382|||||118 Information|2025-03-01
169455373|Skanda Acoustics Ltd|07420573|337400|349566|1|100100942297|osgb1000035065714|3|46911358|3|39.5|67|Clywedog Road North|Wrexham|Clwyd|LL13 9NX|Wrecsam - Wrexham|01978664255|||||118 Information|2025-03-01
103819416|O T S|02130209|332684|356379|1|10091696752|osgb1000034816859|5|46901464|3|21|Unit 1 Miners Road, Llay Industrial Estate|Llay|Wrexham|Clwyd|LL12 0PJ|Wrecsam - Wrexham|01978851114|www.otsuk.ltd.uk||||118 Information|2025-03-01
129829326|Swords Traffic Management|02040064|331797|355092|1|10013549001|osgb1000034762633|4|46924642|1|22.6|Unit 3|Alyn Industrial Estate|Cefn-y-Bedd, Wrexham|Clwyd|LL12 9YG|Wrecsam - Wrexham|01978761952|www.swordstrafficmanagement.co.uk||||118 Information|2025-03-01
48852136|Skanda|07420573|337399.5|349566.2|1|100100942297|osgb1000035065714|3|46911358|1|39.7|Unit 67|Clywedog Road North|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9XN|Wrecsam - Wrexham|01978664255|www.skanda-uk.com||||118 Information|2025-03-01
48854540|Steve Slates Ltd|07420573|338992.4|349296.8|1|10013546497|osgb1000035117505|5|46903170|1|9.8|Unit 7, Oak Road|Wrexham Industrial Estate|Wrexham|Clwyd|LL13 9RG|Wrecsam - Wrexham|01978660443|||||118 Information|2025-03-01
91410476|The Phoney Box Co Ltd|07420573|338151|349371|1|10090396163|osgb1000035117478|6|46903180|1|74.2|Unit 1|Redwither Road|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9RD|Wrecsam - Wrexham|01352751751|www.thephoneybox.com||||118 Information|2025-03-01
54945961|Bonaprene Products Ltd|02130207|337052|348702|1|10070387625|osgb1000035065630|7|46911359|1|47.8||Clywedog Road South|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9XS|Wrecsam - Wrexham|01978661478|||||118 Information|2025-03-01
111223947|Student Roost - Snowdon Hall|01010009|333390|350211|1|10013547095|osgb1000042852027|5|46904532|1|17.7|Block A Snowdon Hall|Vicarage Hill|Wrexham|Clwyd|LL13 7HN|Wrecsam - Wrexham|01978265799|www.studentroost.co.uk||||118 Information|2025-03-01
97787615|Slakewood Joinery|07420573|334801.1|348397|1|10013549904|osgb1000034904340|6|46903239|1|154.7|Bryn y Grog Farm|Bryn y Grog Hill|Marchwiel, Wrexham|Clwyd|LL13 0SR|Wrecsam - Wrexham|01978263867|||||118 Information|2025-03-01
64314942|Bryn Roberts Workshops Ltd|07420573|338305.9|350592.7|1|10070382325|osgb1000000235838943|4|46904372|1|32.7|Bryn Roberts Ltd|Abbey Road North|Wrexham Industrial Estate, Wrexham|Clwyd|LL13 9RX|Wrecsam - Wrexham|01978661828|||||118 Information|2025-03-01
